#Tensor product hilbert space dimension: 4; Number of simulations: 1;
#Separable DMs were read from: /home/julio/Documents/my_projects/TFM/code/entanglement_2x2/input_data/received_from_DM/pure_states/separable.txt; Entangled DMs were read from: /home/julio/Documents/my_projects/TFM/code/entanglement_2x2/input_data/generated/pure_states/negativity_(0.1, 0.2).txt;
#Architecture of the MLP: [32, 16, 8, 1]; Number of epochs: 1000; Fraction of DMs used for training: 0.8;
#Activation function in the hidden layers: softsign; Activation function in the output layer: sigmoid; Loss function: binary_crossentropy;
#Batch size: 40; Test tolerance: 0.5; DMs were read with redundancy: False;
#Sucess rate averaged over every simulation and over every sample in the test set: 97.925%
#Sample standard deviation for averaged success rate: 0.22538543375737533%
#Same average success rate for supplementary tests: [0.6814, 0.9924, 0.99975, 0.99975, 0.99975, 0.99475, 0.9988, 0.9988, 0.9988, 0.9988]%
#Sample STD for averaged success rate in supplementary tests: [0.003294647477348677, 0.0006140944552754093, 0.00011178942257656116, 0.00011178942257656116, 0.00011178942257656116, 0.0005110008561636641, 0.000244801960776457, 0.000244801960776457, 0.000244801960776457, 0.000244801960776457]%
#Epoch	Loss	Sample STD
1	0.692371	0.000000
2	0.688020	0.000000
3	0.682402	0.000000
4	0.675224	0.000000
5	0.666209	0.000000
6	0.655928	0.000000
7	0.645318	0.000000
8	0.637082	0.000000
9	0.629933	0.000000
10	0.625264	0.000000
11	0.620699	0.000000
12	0.617775	0.000000
13	0.615135	0.000000
14	0.611944	0.000000
15	0.609601	0.000000
16	0.606445	0.000000
17	0.604465	0.000000
18	0.601842	0.000000
19	0.598776	0.000000
20	0.595790	0.000000
21	0.592732	0.000000
22	0.588746	0.000000
23	0.584702	0.000000
24	0.580285	0.000000
25	0.574260	0.000000
26	0.568506	0.000000
27	0.562382	0.000000
28	0.555129	0.000000
29	0.548067	0.000000
30	0.539985	0.000000
31	0.532579	0.000000
32	0.524307	0.000000
33	0.515610	0.000000
34	0.507091	0.000000
35	0.500023	0.000000
36	0.490712	0.000000
37	0.481497	0.000000
38	0.472250	0.000000
39	0.464068	0.000000
40	0.456229	0.000000
41	0.447050	0.000000
42	0.439322	0.000000
43	0.430960	0.000000
44	0.420682	0.000000
45	0.415200	0.000000
46	0.406956	0.000000
47	0.397277	0.000000
48	0.389934	0.000000
49	0.382411	0.000000
50	0.374321	0.000000
51	0.364752	0.000000
52	0.356386	0.000000
53	0.347391	0.000000
54	0.342555	0.000000
55	0.333572	0.000000
56	0.327290	0.000000
57	0.317606	0.000000
58	0.315753	0.000000
59	0.308108	0.000000
60	0.303421	0.000000
61	0.296297	0.000000
62	0.287709	0.000000
63	0.284476	0.000000
64	0.276255	0.000000
65	0.273366	0.000000
66	0.265880	0.000000
67	0.262430	0.000000
68	0.258711	0.000000
69	0.254053	0.000000
70	0.249246	0.000000
71	0.241328	0.000000
72	0.238694	0.000000
73	0.238448	0.000000
74	0.230868	0.000000
75	0.227690	0.000000
76	0.225830	0.000000
77	0.217417	0.000000
78	0.219915	0.000000
79	0.210827	0.000000
80	0.209940	0.000000
81	0.206462	0.000000
82	0.204014	0.000000
83	0.201848	0.000000
84	0.196207	0.000000
85	0.196558	0.000000
86	0.195523	0.000000
87	0.191488	0.000000
88	0.187696	0.000000
89	0.183469	0.000000
90	0.183009	0.000000
91	0.179584	0.000000
92	0.179653	0.000000
93	0.176360	0.000000
94	0.176430	0.000000
95	0.175416	0.000000
96	0.171730	0.000000
97	0.166069	0.000000
98	0.163618	0.000000
99	0.164864	0.000000
100	0.161814	0.000000
101	0.158337	0.000000
102	0.158445	0.000000
103	0.158751	0.000000
104	0.155964	0.000000
105	0.153678	0.000000
106	0.151934	0.000000
107	0.151895	0.000000
108	0.150442	0.000000
109	0.146749	0.000000
110	0.147759	0.000000
111	0.142307	0.000000
112	0.144829	0.000000
113	0.141286	0.000000
114	0.138356	0.000000
115	0.142021	0.000000
116	0.136531	0.000000
117	0.131363	0.000000
118	0.138061	0.000000
119	0.130709	0.000000
120	0.133386	0.000000
121	0.131365	0.000000
122	0.128966	0.000000
123	0.128973	0.000000
124	0.126449	0.000000
125	0.126468	0.000000
126	0.124890	0.000000
127	0.122360	0.000000
128	0.123389	0.000000
129	0.122907	0.000000
130	0.119508	0.000000
131	0.122038	0.000000
132	0.114234	0.000000
133	0.114777	0.000000
134	0.115942	0.000000
135	0.114453	0.000000
136	0.112685	0.000000
137	0.114270	0.000000
138	0.114424	0.000000
139	0.111767	0.000000
140	0.112427	0.000000
141	0.112155	0.000000
142	0.106609	0.000000
143	0.107025	0.000000
144	0.107052	0.000000
145	0.105045	0.000000
146	0.104725	0.000000
147	0.106674	0.000000
148	0.100142	0.000000
149	0.102390	0.000000
150	0.103635	0.000000
151	0.101235	0.000000
152	0.100951	0.000000
153	0.099890	0.000000
154	0.098618	0.000000
155	0.099102	0.000000
156	0.096783	0.000000
157	0.095502	0.000000
158	0.098110	0.000000
159	0.095827	0.000000
160	0.096677	0.000000
161	0.094052	0.000000
162	0.093157	0.000000
163	0.091659	0.000000
164	0.093151	0.000000
165	0.093790	0.000000
166	0.092209	0.000000
167	0.093530	0.000000
168	0.088049	0.000000
169	0.091892	0.000000
170	0.091754	0.000000
171	0.089641	0.000000
172	0.087268	0.000000
173	0.086748	0.000000
174	0.087058	0.000000
175	0.086732	0.000000
176	0.084856	0.000000
177	0.086585	0.000000
178	0.083631	0.000000
179	0.084784	0.000000
180	0.082504	0.000000
181	0.084529	0.000000
182	0.081740	0.000000
183	0.079831	0.000000
184	0.082338	0.000000
185	0.079365	0.000000
186	0.078126	0.000000
187	0.080714	0.000000
188	0.081172	0.000000
189	0.080225	0.000000
190	0.076859	0.000000
191	0.080944	0.000000
192	0.077361	0.000000
193	0.077137	0.000000
194	0.077665	0.000000
195	0.075729	0.000000
196	0.076679	0.000000
197	0.074686	0.000000
198	0.074881	0.000000
199	0.071870	0.000000
200	0.074670	0.000000
201	0.077205	0.000000
202	0.074095	0.000000
203	0.073812	0.000000
204	0.070612	0.000000
205	0.071114	0.000000
206	0.071101	0.000000
207	0.071513	0.000000
208	0.070500	0.000000
209	0.070120	0.000000
210	0.070469	0.000000
211	0.068415	0.000000
212	0.068811	0.000000
213	0.070323	0.000000
214	0.069608	0.000000
215	0.069569	0.000000
216	0.065788	0.000000
217	0.068774	0.000000
218	0.067664	0.000000
219	0.067447	0.000000
220	0.067392	0.000000
221	0.067645	0.000000
222	0.068662	0.000000
223	0.067002	0.000000
224	0.065298	0.000000
225	0.062741	0.000000
226	0.063194	0.000000
227	0.065851	0.000000
228	0.065397	0.000000
229	0.065422	0.000000
230	0.063765	0.000000
231	0.064611	0.000000
232	0.060864	0.000000
233	0.064908	0.000000
234	0.062920	0.000000
235	0.064718	0.000000
236	0.063621	0.000000
237	0.062432	0.000000
238	0.062235	0.000000
239	0.065200	0.000000
240	0.059740	0.000000
241	0.062375	0.000000
